lemma,frequency,hdbscan_cluster,hdbscan_label,leiden_cluster,leiden_label,in_agwn,agwn_semfields,agwn_gloss
ὁμηγερής,10,109,Economics (6); Transportation; Ground Transportation (6); Arts & Recreation (6),5,Psychology (38); Economics (30); Animals (Zoology) (29),True,Building & Construction; Economics,"(used of soaps or cleaning agents) having a substance (an abrasive or filler) added to increase effectiveness; ""the buil"
φυή,10,90,"Human Physiology (10); Psychology (8); Human anatomy, cytology & histology (8)",31,Psychology (25); Life Sciences; Biology (18); Economics (18),True,"Arts & Recreation; Chemistry; Fashion design of clothing; Grammar; Human anatomy, cytology & histology; Law; Life Sciences; Biology; Linguistics; Literature; Medicine & Health; Plants (Botany); Secondary education; Sociology & anthropology","alternative names for the body of a human being: ""Leonardo studied the human body""; ""he has a strong physique""; ""the spi"
Βρισηίς,10,9,"Human figures (4); Water, Air & Space Transportation (4); Religion (4)",24,Religion (11); Psychology (10); Law (10),False,,
στυγέω,10,-1,(noise),30,Animals (Zoology) (35); Psychology (33); Life Sciences; Biology (33),True,,
μέροψ,10,-1,(noise),22,Life Sciences; Biology (33); Animals (Zoology) (31); Human Physiology (25),True,Grammar; Human figures; Life Sciences; Biology; Music; Psychology; Sound & related vibrations,"the melody carried by a particular voice or instrument in polyphonic music: ""he tried to sing the tenor part"""
ὑπείκω,10,107,Psychology (4); Medicine & Health (3); Institutions pertaining to relations of the sexes (3),1,Psychology (29); Life Sciences; Biology (23); Economics (23),True,,"withdraw from active participation: ""He retired from chess"""
Θήβη,10,98,"Eating, drinking; using drugs (8); Life Sciences; Biology (6); Chemistry (5)",35,Human Physiology (26); Geography & Travel (26); Psychology (26),False,,
χθιζός,10,-1,(noise),19,Geography & Travel (41); Psychology (35); Transportation; Ground Transportation (34),True,,
στέλλω,10,-1,(noise),25,Psychology (27); Life Sciences; Biology (24); Transportation; Ground Transportation (22),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Arts & Recreation; Eating, drinking; using drugs; Fashion design of clothing; Geography & Travel; Managemennt of personal and family living; grooming; Medicine & Health; Personal Health & Safety; Plants (Botany); Religion; Sculpture, Ceramics & Metalwork",place under restrictions; limit access to
δέρω,10,176,"Building & Construction (15); Eating, drinking; using drugs (14); Psychology (14)",13,"Psychology (49); Eating, drinking; using drugs (42); Economics (42)",True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Arts & Recreation; Athletic & Outdoor Sports & Games; Building & Construction; Eating, drinking; using drugs; Economics; Games Of Chance; Human anatomy, cytology & histology; Institutions pertaining to relations of the sexes; Law; Life Sciences; Biology; Music; Physics; Plants (Botany); Psychology; Science; Sculpture, Ceramics & Metalwork; Social, folk, national dancing; Sociology & anthropology; Sports, Games & Entertainment","separate into parts or portions: ""divide the cake into three equal parts""; ""The British carved up the Ottoman Empire aft"
μιστύλλω,10,176,"Building & Construction (15); Eating, drinking; using drugs (14); Psychology (14)",13,"Psychology (49); Eating, drinking; using drugs (42); Economics (42)",True,"Arts & Recreation; Ball games; Banks and banking; Building & Construction; Chemistry; Classical mechanics; solid mechanics; Electricity & electronics; Games Of Chance; Home & Family Management; Life Sciences; Biology; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Production",injure badly by beating
σκίδνημι,10,-1,(noise),19,Geography & Travel (41); Psychology (35); Transportation; Ground Transportation (34),True,,
πωλέομαι,10,18,Psychology (8); Transportation; Ground Transportation (7); Life Sciences; Biology (7),32,Psychology (28); Economics (23); Law (23),True,"Animals (Zoology); Athletic & Outdoor Sports & Games; Ball games; Card games; Chemistry; Classical mechanics; solid mechanics; Community planning and development; Eating, drinking; using drugs; Economics; Games Of Chance; Geography & Travel; History & Geography; Hunting; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Linguistics; Managemennt of personal and family living; grooming; Medicine & Health; Music; Outdoor life; Political Science; Production; Psychology; Public Administration; Religion; Science; Secondary education; Social, folk, national dancing; Sociology & anthropology; Surgery & Related Medical Specialties; Textiles; Transportation; Ground Transportation","face or endure with courage: ""She braved the elements"""
ἐφετμή,10,68,Psychology (13); Economics (11); Law (9),14,Psychology (35); Economics (32); Law (29),True,Card games; Classical mechanics; solid mechanics; Economics; Education; Human Physiology; Internal Commerce (Domestic Trade); Music; Political Science; Psychology; Religion; Sociology & anthropology,"the state that exists when one person or group has power over another: ""her apparent dominance of her husband was really"
διατμήγω,10,144,Psychology (9); Athletic & Outdoor Sports & Games (7); Transportation; Ground Transportation (7),19,Geography & Travel (41); Psychology (35); Transportation; Ground Transportation (34),True,"Arts & Recreation; Banks and banking; Building & Construction; Chemistry; Classical mechanics; solid mechanics; Drawing & Decorative Arts; Electricity & electronics; Grammar; Institutions pertaining to relations of the sexes; Life Sciences; Biology; Mathematics; Medicine & Health; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Philosophy & Psychology; Plants (Botany); Production; Psychology; Public Administration; Science; Secondary education; Sociology & anthropology","converse silently and non-verbally; converse in sign language; ""I don't know how to sign, so I could not communicate wit"
ἐπιεικής,10,-1,(noise),14,Psychology (35); Economics (32); Law (29),True,"Ball games; Chemistry; Color; Economics; Fashion design of clothing; Food & Drink; Geometry; History & Geography; Human Physiology; Human anatomy, cytology & histology; Human figures; Insects; Institutions pertaining to relations of the sexes; Law; Life Sciences; Biology; Linguistics; Literature; Medicine & Health; Meteorology; Metrology & standardization; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Personal Health & Safety; Production; Psychology; Religion; Secondary education; Sociology & anthropology; Sound & related vibrations; Statistical mathematics; Time","busy or occupied with: ""what have you been up to?""; ""up to no good"""
κύπελλον,10,178,"Eating, drinking; using drugs (17); Life Sciences; Biology (13); Food & Drink (12)",33,"Eating, drinking; using drugs (37); Psychology (28); Life Sciences; Biology (28)",True,"Ball games; Eating, drinking; using drugs; Food & Drink; Furniture; Geography & Travel; Geology, Hydrology & Meteorology; Human anatomy, cytology & histology; Human figures; Metrology & standardization; Money; News Media, Journalism & Publishing; Plants (Botany); Religion; Transportation; Ground Transportation","cover with bread crumbs, as of pork chops"
ἐφάπτω,10,23,Athletic & Outdoor Sports & Games (9); Psychology (9); Transportation; Ground Transportation (9),23,Psychology (41); Economics (31); Medicine & Health (31),True,"Animals (Zoology); Arts & Recreation; Athletic & Outdoor Sports & Games; Building & Construction; Card games; Classical mechanics; solid mechanics; Drawing & Decorative Arts; Eating, drinking; using drugs; Economics; Fashion design of clothing; Games Of Chance; Geography & Travel; History & Geography; Institutions pertaining to relations of the sexes; Insurance; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Literature; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Money; Music; News Media, Journalism & Publishing; Plants (Botany); Political Science; Production; Psychology; Religion; Science; Sociology & anthropology; Taxes and taxation; Transportation; Ground Transportation","express strong disapproval of: ""We condemn the racism in South Africa"""
μελίφρων,10,178,"Eating, drinking; using drugs (17); Life Sciences; Biology (13); Food & Drink (12)",33,"Eating, drinking; using drugs (37); Psychology (28); Life Sciences; Biology (28)",True,"Color; Eating, drinking; using drugs; Food & Drink; Music","capable of arousing desire: ""the delectable Miss Haynes"""
μέγεθος,10,90,"Human Physiology (10); Psychology (8); Human anatomy, cytology & histology (8)",31,Psychology (25); Life Sciences; Biology (18); Economics (18),True,"Architecture; Building & Construction; Business enterprises and their structure; Card games; Chess; Earth Sciences & Geology; Eating, drinking; using drugs; Economics; Education; Electricity & electronics; Heraldry; History & Geography; Human Physiology; Human anatomy, cytology & histology; Human figures; Insects; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Literature; Mathematics; Metrology & standardization; Music; News Media, Journalism & Publishing; Physics; Political Science; Psychology; Public Administration; Religion; Social Sciences; Sociology & anthropology; Stage Presentations; Textiles; Time; Transportation; Ground Transportation; Water, Air & Space Transportation",an educational opportunity provided by colleges and universities to people who not enrolled as regular students
νοσφίζομαι,10,-1,(noise),32,Psychology (28); Economics (23); Law (23),False,,
ἐξάρχω,10,91,"Psychology (5); Institutions pertaining to relations of the sexes (4); Eating, drinking; using drugs (4)",28,Psychology (60); Economics (43); Human Physiology (33),True,"Animals (Zoology); Athletic & Outdoor Sports & Games; Ball games; Classical mechanics; solid mechanics; Drawing & Decorative Arts; Eating, drinking; using drugs; Economics; Education; Games Of Chance; Geography & Travel; Higher Education; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Medicine & Health; Metrology & standardization; Motion pictures, radio, television; Music; Photography, computer art, cinematography, videography; Political Science; Psychology; Secondary education; Transportation; Ground Transportation","bind by an obligation; cause to be indebted: ""He's held by a contract"" ""I'll hold you by your promise"""
ἁδινός,10,-1,(noise),28,Psychology (60); Economics (43); Human Physiology (33),True,"Chemistry; Eating, drinking; using drugs; Economics; Fashion design of clothing; Geology, Hydrology & Meteorology; Human Physiology; Human figures; Institutions pertaining to relations of the sexes; Linguistics; Meteorology; Metrology & standardization; Motion pictures, radio, television; Music; Physics; Psychology; Public Finance; Sound & related vibrations; Stage Presentations; Water, Air & Space Transportation","close at hand: ""the nearby towns""; ""concentrated his study on the nearby planet Venus"""
αἰσχρός,10,108,"Animals (Zoology) (9); Psychology (8); Eating, drinking; using drugs (7)",5,Psychology (38); Economics (30); Animals (Zoology) (29),True,Color; Food & Drink; Heraldry; Human Physiology; Law; Linguistics; Meteorology; Plants (Botany); Production; Psychology; Sociology & anthropology; Statistical mathematics,"glaringly vivid and graphic; marked by sensationalism: ""lurid details of the accident"""
προφέρω,10,-1,(noise),1,Psychology (29); Life Sciences; Biology (23); Economics (23),False,,
ἠβαιός,10,-1,(noise),49,Psychology (22); Economics (20); Music (18),True,Christianity & Christian Theology; Economics; Fashion design of clothing; Folklore; Human Physiology; Law; Linguistics; Literature; Medicine & Health; Metrology & standardization; Music; Psychology; Public Finance; Religious mythology & social theology; Sociology & anthropology; Sound & related vibrations; Statistical mathematics; Time,"infinitely or immeasurably small: ""two minute whiplike threads of protoplasm""; ""reduced to a microscopic scale"""
κεδάννυμι,10,-1,(noise),49,Psychology (22); Economics (20); Music (18),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Athletic & Outdoor Sports & Games; Building & Construction; Business enterprises and their structure; Chemistry; Earth Sciences & Geology; Eating, drinking; using drugs; Economics; Electricity & electronics; Furniture; Games Of Chance; Home & Family Management; Law; Life Sciences; Biology; Linguistics; Medicine & Health; Music; News Media, Journalism & Publishing; Outdoor life; Public Administration; Science; Social, folk, national dancing; Sociology & anthropology; Surgery & Related Medical Specialties; Transportation; Ground Transportation","break down, literally or metaphorically: ""The wall collapsed""; ""The business collapsed""; ""The dam broke""; ""The roof coll"
ὑπερέχω,10,112,Plants (Botany) (3); Life Sciences; Biology (2); Sociology & anthropology (2),8,Psychology (31); Human Physiology (23); Medicine & Health (21),True,,
ἀίδηλος,10,-1,(noise),23,Psychology (41); Economics (31); Medicine & Health (31),False,,
πετεινός,10,143,Animals (Zoology) (7); Human figures (6); Life Sciences; Biology (6),46,Life Sciences; Biology (35); Animals (Zoology) (31); Law (29),True,Animals (Zoology); Heraldry; Human Physiology; Human figures; Medicine & Health; Personal Health & Safety,"having a strong healthy body: ""an able seaman""; ""every able-bodied young man served in the army"""
διαρραίω,10,-1,(noise),49,Psychology (22); Economics (20); Music (18),True,Athletic & Outdoor Sports & Games; Building & Construction; Card games; Classical mechanics; solid mechanics; Economics; Life Sciences; Biology; Medicine & Health; Production; Psychology; Religion; Transportation; Ground Transportation,"do away with, cause the destruction or undoing of: ""The fire destroyed the house"""
ἄρρηκτος,10,-1,(noise),39,Building & Construction (43); Athletic & Outdoor Sports & Games (37); Psychology (36),True,Agriculture; Agriculture & related technologies; Chemistry; Human Physiology; Meteorology; Psychology,"marked by continuous or uninterrupted extension in space or time or sequence: ""cars in an unbroken procession""; ""the unb"
εὐρύχορος,10,138,Human Physiology (9); Chemistry (8); Linguistics (7),35,Human Physiology (26); Geography & Travel (26); Psychology (26),True,Human Physiology; Metrology & standardization,"broad in scope or content: ""across-the-board pay increases""; ""an all-embracing definition""; ""blanket sanctions against h"
ἀμφινέμομαι,10,138,Human Physiology (9); Chemistry (8); Linguistics (7),35,Human Physiology (26); Geography & Travel (26); Psychology (26),True,Community planning and development; Linguistics; Managemennt of personal and family living; grooming,be around
τεσσαράκοντα,10,49,Number & quantity (17); Music (8); Animals (Zoology) (7),22,Life Sciences; Biology (33); Animals (Zoology) (31); Human Physiology (25),True,Number & quantity,being ten more than thirty
Σθένελος,10,141,Religion (4); Psychology (2); Human Physiology (2),2,Psychology (26); Human Physiology (26); Human figures (21),False,,
Ἦλις,10,138,Human Physiology (9); Chemistry (8); Linguistics (7),35,Human Physiology (26); Geography & Travel (26); Psychology (26),False,,
Τληπόλεμος,10,-1,(noise),2,Psychology (26); Human Physiology (26); Human figures (21),False,,
γηράσκω,10,-1,(noise),38,Psychology (18); Life Sciences; Biology (16); Animals (Zoology) (13),True,Agriculture; Agriculture & related technologies; Life Sciences; Biology; Medicine & Health; Psychology; Transportation; Ground Transportation,"pass into a condition gradually, become;""The weather turned nasty""; ""She grew angry"""
Ἑλλάς,10,98,"Eating, drinking; using drugs (8); Life Sciences; Biology (6); Chemistry (5)",35,Human Physiology (26); Geography & Travel (26); Psychology (26),True,"Fashion design of clothing; Linguistics; Literature; Money; Music; News Media, Journalism & Publishing; Stage Presentations","the text of a popular song or musical-comedy number; ""his compositions always started with the lyrics""; ""he wrote both w"
δυσηχής,10,-1,(noise),23,Psychology (41); Economics (31); Medicine & Health (31),True,"Color; Economics; Human Physiology; Medicine & Health; Meteorology; Motion pictures, radio, television; Physics; Psychology; Sound & related vibrations","blunted in responsiveness or sensibility: ""a dull gaze""; ""so exhausted she was dull to what went on about her""-Willa Cat"
μενεπτόλεμος,10,162,Life Sciences; Biology (3); Human Physiology (3); Psychology (3),2,Psychology (26); Human Physiology (26); Human figures (21),True,Food & Drink; Human Physiology; Stocks,"relating to a person who does something regularly: ""a regular customer""; ""a steady drinker"""
ποδήνεμος,10,46,Music (5); Psychology (4); Geography & Travel (4),6,Psychology (19); Life Sciences; Biology (19); Athletic & Outdoor Sports & Games (18),True,,
ἄκριτος,10,-1,(noise),28,Psychology (60); Economics (43); Human Physiology (33),True,"Eating, drinking; using drugs; Grammar; Human Physiology; Law; Linguistics; Mathematics; Meteorology; Music; Philosophy & Psychology; Psychology; Sociology & anthropology; Taxes and taxation; Time","steadfast in purpose or devotion or affection: ""a man constant in adherence to his ideals""; ""a constant lover""; ""constan"
Ἀκάμας,10,150,Psychology (3); Human figures (3); Sociology & anthropology (3),2,Psychology (26); Human Physiology (26); Human figures (21),False,,
καμπύλος,10,-1,(noise),40,Medicine & Health (22); Psychology (20); Economics (18),True,Architecture; Human Physiology; Medicine & Health; Music; Personal Health & Safety; Psychology,"used especially of the head or upper back: ""a bent head and sloping shoulders"""
τέρην,10,101,Music (6); Psychology (6); Economics (6),13,"Psychology (49); Eating, drinking; using drugs (42); Economics (42)",True,Chemistry; Color; Economics; Fashion design of clothing; History & Geography; Human Physiology; Institutions pertaining to relations of the sexes; Linguistics; Music; Physics; Plants (Botany); Psychology; Sound & related vibrations,"not harsh; causing little distress: ""an easy penalty"""
ὁμηλικία,10,-1,(noise),36,Psychology (20); Economics (18); Law (16),True,History & Geography; Time,"a historic period: ""we live in a litigious age"""
διέρχομαι,10,0,Psychology (9); Athletic & Outdoor Sports & Games (9); Geography & Travel (9),46,Life Sciences; Biology (35); Animals (Zoology) (31); Law (29),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Arts & Recreation; Athletic & Outdoor Sports & Games; Ball games; Banks and banking; Building & Construction; Chemistry; Chess; Classical mechanics; solid mechanics; Drawing & Decorative Arts; Eating, drinking; using drugs; Economics; Games Of Chance; Geography & Travel; Hunting; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Motion pictures, radio, television; Music; Painting; Philosophy & Psychology; Photography, computer art, cinematography, videography; Plants (Botany); Political Science; Production; Psychology; Public Administration; Religion; Textiles; Transportation; Ground Transportation; Water, Air & Space Transportation","perform or carry out: ""make a decision""; ""make a move""; ""make advances""; ""make a phone call"""
ἐγκέφαλος,10,188,"Eating, drinking; using drugs (4); Psychology (4); Life Sciences; Biology (3)",3,"Eating, drinking; using drugs (54); Life Sciences; Biology (50); Transportation; Ground Transportation (50)",True,"Eating, drinking; using drugs; Human anatomy, cytology & histology; Psychology","mental ability: ""he's got plenty of brains but no common sense"""
εὔτυκτος,10,190,"Production (8); Fashion design of clothing (8); Human anatomy, cytology & histology (7)",30,Animals (Zoology) (35); Psychology (33); Life Sciences; Biology (33),True,Human Physiology; Money; Psychology,"brought into readiness: ""dinner is ready"""
πολυδαίδαλος,10,-1,(noise),30,Animals (Zoology) (35); Psychology (33); Life Sciences; Biology (33),True,Human Physiology; Time,"shaped to fit by or as if by altering the contours of a pliable mass (as by work or effort); ""a shaped handgrip""; ""the m"
ἀσκέω,10,-1,(noise),30,Animals (Zoology) (35); Psychology (33); Life Sciences; Biology (33),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Banks and banking; Building & Construction; Card games; Chemistry; Chess; Classical mechanics; solid mechanics; Drawing & Decorative Arts; Eating, drinking; using drugs; Economics; Education; Fashion design of clothing; Fishing; Games Of Chance; Games dependent on drawing numbers or counters; Geography & Travel; Geometry; Higher Education; History & Geography; Hunting; Institutions pertaining to relations of the sexes; Insurance; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Metrology & standardization; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Philosophy & Psychology; Photography, computer art, cinematography, videography; Plants (Botany); Political Science; Production; Psychology; Public Administration; Science; Sculpture, Ceramics & Metalwork; Secondary education; Sociology & anthropology; Stage Presentations; Surgery & Related Medical Specialties; Textiles; Transportation; Ground Transportation","be abolished or discarded: ""These ugly billboards have to go!"" ""These luxuries all had to go under the Khmer Rouge"""
ἱμερόεις,10,92,Music (13); Psychology (11); Human Physiology (10),47,Music (14); Psychology (13); Human Physiology (13),True,Human Physiology,"not existing in nature or subject to explanation according to natural laws; not physical or material: ""supernatural forc"
Τρῳάς,10,-1,(noise),12,Economics (26); Psychology (25); Transportation; Ground Transportation (25),True,,
ἀπεχθάνομαι,10,-1,(noise),32,Psychology (28); Economics (23); Law (23),True,Athletic & Outdoor Sports & Games; Ball games; Economics; Games Of Chance; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Managemennt of personal and family living; grooming; Medicine & Health; Psychology; Religion; Transportation; Ground Transportation,"come to have, of physical features and attributes: ""He grew a beard""; The patient developed abdominal pains""; I got funn"
αἰνέω,10,-1,(noise),5,Psychology (38); Economics (30); Animals (Zoology) (29),True,Animals (Zoology); Arts & Recreation; Athletic & Outdoor Sports & Games; Card games; Classical mechanics; solid mechanics; Economics; Grammar; Law; Life Sciences; Biology; Linguistics; Mathematics; Medicine & Health; Philosophy & Psychology; Plants (Botany); Political Science; Production; Psychology; Public Administration; Religion; Science; Sociology & anthropology,"express an idea, etc. in words; ""He said that he wanted to marry her""; ""tell me what is bothering you""; ""state your opin"
δάπεδον,10,4,Athletic & Outdoor Sports & Games (5); Economics (5); Law (4),33,"Eating, drinking; using drugs (37); Psychology (28); Life Sciences; Biology (28)",True,"Agriculture; Agriculture & related technologies; Architecture; Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Atomic and nuclear physics; Building & Construction; Business enterprises and their structure; Chemistry; Color; Community planning and development; Economics; Electricity & electronics; Equestrian Sports & Animal Racing; Geography & Travel; Geology, Hydrology & Meteorology; Human anatomy, cytology & histology; Internal Commerce (Domestic Trade); Law; Mathematics; Medicine & Health; News Media, Journalism & Publishing; Painting; Philosophy & Psychology; Photography, computer art, cinematography, videography; Physics; Political Science; Production; Psychology; Public Administration; Religion; Secondary education; Sociology & anthropology; Sound & related vibrations; Stocks; Transportation; Ground Transportation; Water, Air & Space Transportation","the state of the environment in which a situation exists: ""you can't do that in a university setting"""
χανδάνω,10,-1,(noise),5,Psychology (38); Economics (30); Animals (Zoology) (29),True,Geography & Travel; Psychology,"keep from departing: ""Hold the taxi""; ""Hold the horse"""
ἀνακλίνω,10,-1,(noise),20,Psychology (46); Life Sciences; Biology (38); Economics (36),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Chemistry; Chess; Classical mechanics; solid mechanics; Community planning and development; Drawing & Decorative Arts; Earth Sciences & Geology; Eating, drinking; using drugs; Economics; Electricity & electronics; Engineering; Fishing; Furniture; Games Of Chance; Geography & Travel; Hunting; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Music; News Media, Journalism & Publishing; Political Science; Production; Psychology; Public Finance; Stage Presentations; Stocks; Surgery & Related Medical Specialties; Textiles; Transportation; Ground Transportation; Vehicular transportation; Water, Air & Space Transportation","create by pressing: ""Press little holes into the soft clay"""
νευρή,10,177,Music (8); Life Sciences; Biology (7); Chemistry (7),40,Medicine & Health (22); Psychology (20); Economics (18),True,,
ἐλέφας,10,-1,(noise),30,Animals (Zoology) (35); Psychology (33); Life Sciences; Biology (33),True,"Animals (Zoology); Art Metalwork; Arts & Recreation; Ball games; Building & Construction; Chemistry; Color; Eating, drinking; using drugs; Food & Drink; Furniture; Geology, Hydrology & Meteorology; Human anatomy, cytology & histology; Life Sciences; Biology; Meteorology; Metrology & standardization; Plants (Botany)",the single central seed in some fruits such as peaches and cherries enclosed in a hard woody shell
νεβρός,10,142,Life Sciences; Biology (5); Human figures (4); Building & Construction (4),46,Life Sciences; Biology (35); Animals (Zoology) (31); Law (29),True,Animals (Zoology); Color; Life Sciences; Biology,"a color varying around light grayish brown: ""she wore a dun raincoat"""
ἀρέσκω,10,42,Psychology (5); Human Physiology (4); Athletic & Outdoor Sports & Games (3),8,Psychology (31); Human Physiology (23); Medicine & Health (21),True,Economics; Psychology,"reach, make, or come to a decision about something: ""We finally decided after lengthy deliberations"""
κολλητός,10,124,Public Administration (3); Transportation; Ground Transportation (3); Geography & Travel (3),39,Building & Construction (43); Athletic & Outdoor Sports & Games (37); Psychology (36),True,Psychology,"connected by a link, as railway cars or trailer trucks"
ὁμός,10,-1,(noise),36,Psychology (20); Economics (18); Law (16),True,Economics; Geometry; Human Physiology; Life Sciences; Biology; Linguistics; Number & quantity; Philosophy & Psychology; Physics; Plants (Botany); Political Science; Psychology; Sociology & anthropology,"characterized by unity; being or joined into a single entity: ""presented a united front""; ""The United States of America"""
κασιγνήτη,10,94,Human figures (12); Law (9); Metrology & standardization (8),7,Economics (15); Athletic & Outdoor Sports & Games (14); Life Sciences; Biology (14),True,Animals (Zoology); Human figures; Life Sciences; Biology; Roman catholic church; Sociology & anthropology,"a very young mammal: ""baby rabbits"""
ῥινός,10,-1,(noise),29,Psychology (14); Human Physiology (13); Life Sciences; Biology (11),True,"Animals (Zoology); Eating, drinking; using drugs; Grammar; History & Geography; Human anatomy, cytology & histology; Linguistics; Plants (Botany); Sociology & anthropology",a hard outer covering or skin on food
ἰαχή,10,166,Music (6); Psychology (5); Internal Commerce (Domestic Trade) (5),11,Psychology (39); Meteorology (29); Law (27),True,Animals (Zoology); Athletic & Outdoor Sports & Games; Card games; Economics; Geography & Travel; Internal Commerce (Domestic Trade); Law; Linguistics; Literature; Music; Psychology; Sound & related vibrations; Stocks,"a demand especially in the phrase ""the call of duty"""
λύκος,10,142,Life Sciences; Biology (5); Human figures (4); Building & Construction (4),46,Life Sciences; Biology (35); Animals (Zoology) (31); Law (29),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Architecture; Arts & Recreation; Astronomy; Ball games; Building & Construction; Card games; Classical mechanics; solid mechanics; Eating, drinking; using drugs; Equestrian Sports & Animal Racing; Fashion design of clothing; Food & Drink; Furniture; Geology, Hydrology & Meteorology; History & Geography; Human anatomy, cytology & histology; Human figures; Insects; Institutions pertaining to relations of the sexes; Law; Life Sciences; Biology; Light & Infrared & Ultraviolet Phenomena; Linguistics; Medicine & Health; Metrology & standardization; Money; Music; Outdoor life; Plants (Botany); Political Science; Production; Religion; Sociology & anthropology; Stage Presentations; Time; Water, Air & Space Transportation",someone who drinks by sucking or sipping
ἀραβέω,10,-1,(noise),20,Psychology (46); Life Sciences; Biology (38); Economics (36),True,"Animals (Zoology); Athletic & Outdoor Sports & Games; Building & Construction; Card games; Classical mechanics; solid mechanics; Eating, drinking; using drugs; Economics; Games Of Chance; Institutions pertaining to relations of the sexes; Law; Linguistics; Managemennt of personal and family living; grooming; Music; Secondary education; Social, folk, national dancing","poke or thrust abruptly: ""he jabbed his finger into her ribs"""
ἀκάματος,10,152,Psychology (7); Medicine & Health (7); Animals (Zoology) (7),13,"Psychology (49); Eating, drinking; using drugs (42); Economics (42)",True,Human Physiology,"that cannot be entirely consumed or used up: ""an inexhaustible supply of coal"""
θέσφατος,10,64,Psychology (10); Economics (9); Astronomy (7),10,Psychology (22); Economics (20); Athletic & Outdoor Sports & Games (19),True,Human Physiology; Psychology,"noisy with or as if with loud cries and shouts: ""a crying mass of rioters""; ""a howling wind""; ""shouting fans""; ""the yell"
ἀχλύς,10,167,Meteorology (3); Arts & Recreation (3); Chemistry (3),11,Psychology (39); Meteorology (29); Law (27),True,"Human anatomy, cytology & histology; Transportation; Ground Transportation",a thin fog with condensation near the ground
ἐλύω,10,59,"Transportation; Ground Transportation (5); Law (4); Eating, drinking; using drugs (4)",3,"Eating, drinking; using drugs (54); Life Sciences; Biology (50); Transportation; Ground Transportation (50)",True,"Animals (Zoology); Athletic & Outdoor Sports & Games; Card games; Classical mechanics; solid mechanics; Eating, drinking; using drugs; Economics; Fashion design of clothing; Institutions pertaining to relations of the sexes; Insurance; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Linguistics; Managemennt of personal and family living; grooming; Medicine & Health; News Media, Journalism & Publishing; Political Science; Production; Religion; Science; Transportation; Ground Transportation","expand the influence of: ""The King extended his rule to the Eastern part of the continent"""
εἰλύω,10,-1,(noise),30,Animals (Zoology) (35); Psychology (33); Life Sciences; Biology (33),True,Animals (Zoology); Life Sciences; Biology,"be crawling with: ""The old cheese was crawling with maggots"""
φείδομαι,10,74,Law (5); Psychology (5); Public Administration (4),32,Psychology (28); Economics (23); Law (23),True,,
ἔθω,10,-1,(noise),41,Psychology (15); Law (11); Athletic & Outdoor Sports & Games (10),True,Arts & Recreation; Managemennt of personal and family living; grooming; Psychology,"get (something) done; ""I did my job"""
Λαομέδων,10,-1,(noise),2,Psychology (26); Human Physiology (26); Human figures (21),False,,
ῥέα,10,77,Linguistics (4); Economics (4); Time (3),27,Life Sciences; Biology (14); Animals (Zoology) (11); Economics (10),True,Chemistry; Economics; Human Physiology; Metrology & standardization; Music; Physics; Sound & related vibrations; Time,"with skill or in a pleasing manner: ""she dances well""; ""he writes well"""
καταθνητός,10,-1,(noise),26,Economics (23); Psychology (22); Athletic & Outdoor Sports & Games (22),True,Christianity & Christian Theology; Medicine & Health,"of an instrument of certain death: ""deadly poisons""; ""lethal weapon""; ""a lethal injection"""
τηλοῦ,10,-1,(noise),35,Human Physiology (26); Geography & Travel (26); Psychology (26),True,,"(old-fashioned) at or from or to a great distance; far; ""we traveled afar""; ""we could see the ship afar off""; ""the Magi "
ἀγυιά,10,65,Geography & Travel (4); Transportation; Ground Transportation (3),35,Human Physiology (26); Geography & Travel (26); Psychology (26),False,,
